,Period,Year,Month,Location,Gender,Marital-status,Age-group,Occupation,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
5326,20/12/2020,2020,12,N14,Female,Married,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Not sure,Same,Same,Less,Same,Same,Same
5327,20/12/2020,2020,12,N23,Female,Cohabiting,Millennials,Salaried employee,High Income,Not sure,Not sure,More,More,Same,Same,Same,More,More,More,More
5328,20/12/2020,2020,12,N14,Male,Married,Baby Boomers,Unemployed,Middle Income,Same,Same,Same,Same,Less,Not sure,Not sure,Not sure,Not sure,Less,Same
5329,20/12/2020,2020,12,N14,Male,Single,Millennials,Student,Low Income,Same,Same,Less,Less,Less,Not sure,Not sure,Less,Not sure,Less,Less
5330,20/12/2020,2020,12,N20,Male,Married,Gen X,Business owner,Low Income,Same,Same,More,Not sure,Not sure,More,Not sure,Same,Not sure,Same,Same
5331,20/12/2020,2020,12,N41,Male,Married,Gen X,Business owner,Middle Income,More,More,More,More,More,More,Not sure,Not sure,Not sure,Not sure,Not sure
5332,20/12/2020,2020,12,N41,Female,Dating,Millennials,Unemployed,Middle Income,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
5333,20/12/2020,2020,12,N41,Male,Single,Millennials,Unemployed,Middle Income,Same,More,More,More,Not sure,Not sure,Not sure,Not sure,More,More,More
5334,20/12/2020,2020,12,N20,Female,Dating,Millennials,Self employed/Contractor,Low Income,Same,More,More,Not sure,Same,Not sure,Same,Not sure,Not sure,More,Same
5335,20/12/2020,2020,12,N41,Female,Divorced/Separated/Widowed,Gen X,Business owner,Middle Income,Same,More,More,More,More,More,More,Not sure,Not sure,Not sure,Not sure
5336,20/12/2020,2020,12,N41,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,More,More,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
5337,20/12/2020,2020,12,N41,Male,Single,Millennials,Salaried employee,Middle Income,Same,More,More,More,Same,Same,More,Same,Same,More,Same
5338,20/12/2020,2020,12,N41,Female,Married,Millennials,Salaried employee,Low Income,Same,Same,More,More,More,More,More,More,More,More,More
5339,20/12/2020,2020,12,N41,Male,Single,Millennials,Unemployed,Low Income,Same,More,More,Not sure,More,More,More,More,Not sure,Not sure,More
5340,20/12/2020,2020,12,N41,Male,Married,Baby Boomers,Unemployed,Low Income,Same,More,More,Not sure,More,More,More,Not sure,Not sure,Not sure,Not sure
5341,20/12/2020,2020,12,N41,Female,Married,Millennials,Salaried employee,Low Income,Same,More,More,More,More,More,More,Not sure,Not sure,Not sure,Not sure
5342,20/12/2020,2020,12,N20,Female,Divorced/Separated/Widowed,Gen X,Self employed/Contractor,Low Income,Same,More,More,Not sure,Not sure,Not sure,More,Not sure,Same,More,Same
5343,20/12/2020,2020,12,N41,Male,Dating,Millennials,Salaried employee,Low Income,Same,More,Not sure,Not sure,More,More,More,More,More,Not sure,Not sure
5344,20/12/2020,2020,12,N41,Female,Married,Gen X,Salaried employee,Low Income,More,More,Not sure,More,More,More,More,More,Not sure,Not sure,Not sure
5345,20/12/2020,2020,12,N47,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,More,Same,Same,Less,Less,Less,Less,Less,More
5346,20/12/2020,2020,12,N41,Female,Dating,Millennials,Salaried employee,Low Income,Same,More,More,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,More,More
5347,20/12/2020,2020,12,N41,Female,Married,Millennials,Salaried employee,Low Income,Same,Same,More,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
5348,20/12/2020,2020,12,N41,Female,Dating,Millennials,Self employed/Contractor,Low Income,More,More,More,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
5349,20/12/2020,2020,12,N41,Female,Divorced/Separated/Widowed,Millennials,Salaried employee,Low Income,More,More,Same,More,More,More,More,More,Same,Same,Same
5350,20/12/2020,2020,12,N20,Female,Dating,Millennials,Business owner,Low Income,Same,Same,Same,Same,More,Same,More,Not sure,Same,More,Same
5351,20/12/2020,2020,12,N20,Female,Dating,Gen Z,Student,Low Income,More,Same,Less,Same,Same,Less,Less,Less,Less,Same,Less
5352,20/12/2020,2020,12,N43,Male,Married,Millennials,Student,Low Income,Same,Less,Same,Same,Not sure,Less,Less,Less,Less,Less,Less
5353,20/12/2020,2020,12,N9,Male,Single,Millennials,Student,Middle Income,Less,Same,More,Same,Same,Same,More,More,More,Same,Same
5354,20/12/2020,2020,12,N9,Male,Single,Millennials,Business owner,Middle Income,Less,Same,Less,Same,Same,Same,Same,Less,Same,Same,Less
5355,20/12/2020,2020,12,N50,Female,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Less,Same,Same,Same
5356,20/12/2020,2020,12,N26,Female,Single,Gen X,Salaried employee,Middle Income,More,More,Same,More,Same,Same,Same,Same,Same,Same,Same
5357,20/12/2020,2020,12,N26,Male,Single,Gen X,Unemployed,Low Income,Same,More,Same,Same,Less,Same,Less,Less,Less,Same,Same
5358,20/12/2020,2020,12,N26,Female,Married,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less
5359,20/12/2020,2020,12,N50,Female,Single,Millennials,Student,Middle Income,Same,Same,More,Not sure,Not sure,Less,Less,Less,Same,Same,Same
5360,20/12/2020,2020,12,N47,Male,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Less,Less,Same,Same,Same,Less,Same,Same
5361,20/12/2020,2020,12,N20,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Not sure,Same,More,Same,Same,Not sure,More,More,Same,More
5362,20/12/2020,2020,12,N20,Male,Divorced/Separated/Widowed,Gen X,Salaried employee,Middle Income,Same,Less,Less,More,Same,Less,Same,More,Less,Less,Same
5363,20/12/2020,2020,12,N26,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,Less,Same,Less,Same,Same,Same,Same,Same,Same
5364,20/12/2020,2020,12,N20,Male,Married,Gen X,Salaried employee,Middle Income,More,Less,Same,More,Not sure,Not sure,More,Not sure,Same,Same,More
5365,20/12/2020,2020,12,N26,Female,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Less,Less,Less,Less,Same,Same,Less
5366,20/12/2020,2020,12,N26,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,Less,Same,Same,Same,Less,Same,Same,Same,Same
5367,20/12/2020,2020,12,N26,Female,Married,Gen X,Unemployed,Middle Income,More,More,More,Same,Less,Not sure,Not sure,Same,Not sure,More,More
5368,20/12/2020,2020,12,N26,Male,Married,Baby Boomers,Self employed/Contractor,Middle Income,More,More,More,More,Less,Same,Same,Same,Same,Same,Same
5369,20/12/2020,2020,12,N20,Male,Married,Baby Boomers,Salaried employee,Middle Income,More,Same,Less,Same,Same,Less,Same,More,Less,Less,Same
5370,20/12/2020,2020,12,N20,Male,Cohabiting,Millennials,Student,Low Income,Same,Less,Same,Less,Less,Less,Same,Less,Less,More,Same
5371,20/12/2020,2020,12,N26,Female,Married,Gen X,Unemployed,Middle Income,Same,Same,Same,More,Less,Same,Same,Same,Same,More,Same
5372,20/12/2020,2020,12,N20,Male,Married,Baby Boomers,Salaried employee,Low Income,More,Less,Same,Less,Same,Same,More,Same,Same,Same,Less
5373,20/12/2020,2020,12,N43,Male,Married,Millennials,Business owner,Low Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same
5374,20/12/2020,2020,12,N30,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,More,Same,Not sure,Same,Same,Less,Less,Less,Same
5375,20/12/2020,2020,12,N30,Female,Married,Gen Z,Student,Middle Income,Same,More,More,Same,Not sure,Same,Same,Same,Same,Same,Same
5376,20/12/2020,2020,12,N47,Female,Married,Gen X,Unemployed,Low Income,Same,Same,Same,Not sure,Not sure,Less,Less,Less,Less,Less,Same
5377,20/12/2020,2020,12,N16,Female,Married,Gen X,Salaried employee,Low Income,More,More,More,More,Not sure,More,Less,More,Less,Less,More
5378,20/12/2020,2020,12,N9,Male,Married,Gen Z,Salaried employee,Middle Income,Same,Same,More,Same,More,Same,Same,More,Same,Same,More
5379,20/12/2020,2020,12,N16,Female,Married,Millennials,Salaried employee,Low Income,Same,More,More,More,Not sure,Same,Less,Less,Less,Less,More
5380,20/12/2020,2020,12,N16,Male,Dating,Gen Z,Salaried employee,Low Income,More,More,More,More,Less,Less,Less,More,Less,Less,More
5381,20/12/2020,2020,12,N9,Male,Single,Millennials,Salaried employee,Low Income,Less,Same,Same,Same,Same,Same,Same,More,More,Same,Same
5382,20/12/2020,2020,12,N9,Male,Dating,Millennials,Salaried employee,Low Income,Less,Same,Same,More,Less,Same,More,Same,More,Same,More
5383,20/12/2020,2020,12,N16,Male,Married,Millennials,Salaried employee,Low Income,More,More,More,Same,Less,Less,Less,More,Less,Less,More
5384,20/12/2020,2020,12,N9,Male,Married,Millennials,Salaried employee,Middle Income,More,Same,Same,Less,More,Same,Less,Same,Same,More,More
5385,20/12/2020,2020,12,N16,Female,Single,Gen Z,Student,Low Income,More,More,Same,More,Not sure,Same,Same,More,Same,Less,More
5386,20/12/2020,2020,12,N9,Male,Married,Millennials,Student,Middle Income,Less,Same,More,Same,Less,Less,Same,Same,More,Same,Same
5387,20/12/2020,2020,12,N9,Male,Single,Gen Z,Salaried employee,Middle Income,Less,Same,Same,Less,More,Same,More,Same,Same,More,Same
5388,20/12/2020,2020,12,N16,Male,Single,Gen Z,Salaried employee,Low Income,More,More,More,Less,Less,Less,Less,More,Less,Less,More
5389,20/12/2020,2020,12,N16,Female,Married,Gen X,Business owner,Middle Income,More,More,More,Same,Not sure,Less,Less,More,Less,Less,More
5390,20/12/2020,2020,12,N16,Female,Married,Gen X,Unemployed,Low Income,More,More,More,Same,Not sure,Less,Less,More,Less,Less,More
5391,20/12/2020,2020,12,N31,Male,Married,Gen X,Salaried employee,Middle Income,More,More,More,Not sure,Not sure,Same,More,Not sure,Same,More,More
5392,20/12/2020,2020,12,N9,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,More,Less,Same,Same,More,Less,Same,Same,More
5393,20/12/2020,2020,12,N9,Female,Married,Millennials,Salaried employee,Middle Income,More,More,Same,Not sure,More,Not sure,Same,More,Not sure,Same,More
5394,20/12/2020,2020,12,N16,Male,Married,Millennials,Salaried employee,Low Income,More,More,More,More,Not sure,Less,Less,More,Less,Less,More
5395,20/12/2020,2020,12,N16,Male,Married,Gen X,Salaried employee,Low Income,More,More,More,Less,Less,Less,Less,Less,Less,Less,More
5396,20/12/2020,2020,12,N31,Male,Married,Millennials,Self employed/Contractor,Middle Income,Same,More,More,Not sure,Not sure,Same,Same,Not sure,Same,Same,Same
5397,20/12/2020,2020,12,N47,Male,Married,Baby Boomers,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Less,Less,Less,Same,Same
5398,20/12/2020,2020,12,N9,Female,Dating,Millennials,Self employed/Contractor,Middle Income,Less,Same,Less,More,Less,Same,More,Same,Less,Less,More
5399,20/12/2020,2020,12,N9,Female,Single,Millennials,Salaried employee,Middle Income,More,Same,More,More,More,Same,Less,Same,More,Less,Not sure
5400,20/12/2020,2020,12,N9,Male,Dating,Gen X,Unemployed,Middle Income,Less,Same,Less,Less,More,More,Same,Same,More,Less,More
5401,20/12/2020,2020,12,N9,Female,Married,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,Less,Less,Same,Same
5402,20/12/2020,2020,12,N31,Male,Married,Millennials,Salaried employee,Middle Income,More,More,More,Not sure,Not sure,Same,Same,Less,Same,More,More
5403,20/12/2020,2020,12,N47,Female,Dating,Millennials,Unemployed,Middle Income,Same,Same,Same,Not sure,Less,Same,Same,Less,Less,Less,Same
5404,20/12/2020,2020,12,N31,Male,Dating,Millennials,Self employed/Contractor,Middle Income,More,More,More,Same,Not sure,Same,Same,Less,Same,Same,Same
5405,20/12/2020,2020,12,N9,Male,Married,Millennials,Salaried employee,Middle Income,More,More,Same,Same,More,Same,More,Same,Same,Same,More
5406,20/12/2020,2020,12,N12,Male,Married,Baby Boomers,Business owner,High Income,More,More,Same,Same,Same,More,Same,More,Less,Same,More
5407,20/12/2020,2020,12,N24,Female,Single,Millennials,Business owner,Low Income,More,Same,Same,Same,More,Same,Same,Same,Same,Same,Same
5408,20/12/2020,2020,12,N24,Female,Dating,Millennials,Salaried employee,Low Income,More,More,More,More,Same,More,Same,More,More,Same,Same
5409,20/12/2020,2020,12,N24,Male,Divorced/Separated/Widowed,Gen X,Salaried employee,Middle Income,Same,More,Same,More,Same,More,More,Same,Same,More,Same
5410,20/12/2020,2020,12,N24,Female,Divorced/Separated/Widowed,Gen X,Salaried employee,Middle Income,Same,More,Same,More,Same,Same,More,Same,Same,Same,Same
5411,20/12/2020,2020,12,N24,Male,Single,Millennials,Business owner,Low Income,Same,Same,Same,More,Same,More,Same,Same,More,Same,Same
5412,20/12/2020,2020,12,N24,Female,Cohabiting,Millennials,Salaried employee,Low Income,Same,More,More,More,Same,More,Same,More,Same,Same,Same
5413,20/12/2020,2020,12,N24,Male,Divorced/Separated/Widowed,Gen X,Salaried employee,Middle Income,More,More,More,Same,More,Same,More,Same,More,More,Same
5414,20/12/2020,2020,12,N24,Male,Divorced/Separated/Widowed,Baby Boomers,Salaried employee,Middle Income,Same,Same,Same,More,Same,Same,Same,More,Same,Same,More
5415,20/12/2020,2020,12,N24,Female,Married,Gen X,Salaried employee,High Income,Same,More,More,More,Same,Same,Same,More,Same,Same,More
5416,20/12/2020,2020,12,N24,Female,Single,Millennials,Salaried employee,Middle Income,Same,More,More,Same,More,More,Same,Same,Less,Same,Less
5417,20/12/2020,2020,12,N24,Male,Single,Millennials,Business owner,Middle Income,Same,More,Same,Same,More,More,Same,Same,Same,Same,More
5418,20/12/2020,2020,12,N24,Male,Cohabiting,Gen X,Salaried employee,High Income,Same,More,More,More,More,Same,Same,More,Same,Same,Same
5419,20/12/2020,2020,12,N24,Female,Dating,Millennials,Salaried employee,Low Income,Same,More,Same,Same,More,More,Same,Same,Same,Same,Same
5420,20/12/2020,2020,12,N24,Female,Married,Gen X,Salaried employee,Middle Income,More,More,Same,More,More,Same,Same,Same,More,Same,Same
5421,20/12/2020,2020,12,N24,Male,Divorced/Separated/Widowed,Baby Boomers,Salaried employee,Middle Income,More,More,Same,More,More,More,Same,More,Same,More,More
5422,20/12/2020,2020,12,N38,Male,Dating,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5423,20/12/2020,2020,12,N38,Female,Married,Gen X,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5424,20/12/2020,2020,12,N38,Male,Married,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5425,20/12/2020,2020,12,N38,Male,Married,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5426,20/12/2020,2020,12,N38,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5427,20/12/2020,2020,12,N30,Male,Married,Millennials,Salaried employee,Low Income,More,More,More,Same,Not sure,Same,Same,Same,Less,Same,Same
5428,20/12/2020,2020,12,N30,Female,Dating,Millennials,Salaried employee,Middle Income,More,Same,More,More,Less,Less,Less,Less,Less,Less,Same
5429,20/12/2020,2020,12,N30,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Not sure,Less,Less,Less,Less,Less,Same
5430,20/12/2020,2020,12,N30,Male,Married,Millennials,Salaried employee,Middle Income,Same,More,More,Less,Not sure,Less,Less,Less,Less,Less,Same
5431,20/12/2020,2020,12,N14,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Same,Less,Same,Same,Same
5432,20/12/2020,2020,12,N14,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5433,20/12/2020,2020,12,N30,Female,Married,Gen X,Business owner,Low Income,More,Same,More,Less,Not sure,Same,Same,Less,Less,Same,More
5434,20/12/2020,2020,12,N14,Male,Married,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Not sure,Less,Less,Same,Less,Less,Less
5435,20/12/2020,2020,12,N14,Female,Divorced/Separated/Widowed,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same
5436,20/12/2020,2020,12,N14,Male,Single,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Not sure,Same,Not sure,Same,Same
5437,20/12/2020,2020,12,N30,Female,Single,Gen Z,Student,Low Income,Same,Same,Same,Not sure,Not sure,Same,Same,Same,Same,Same,Same
5438,20/12/2020,2020,12,N14,Male,Dating,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Not sure,Less,Not sure,Less,Not sure,Less,Same
5439,20/12/2020,2020,12,N30,Male,Married,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5440,20/12/2020,2020,12,N14,Male,Cohabiting,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5441,20/12/2020,2020,12,N11,Male,Married,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Less,Same,Same,More,Same,Same,More
5442,20/12/2020,2020,12,N11,Female,Married,Gen X,Salaried employee,Middle Income,Less,Same,Same,More,Same,More,Same,More,Less,Same,Same
5443,20/12/2020,2020,12,N11,Female,Dating,Millennials,Salaried employee,Low Income,Same,More,More,More,More,Same,Same,More,More,Same,More
5444,20/12/2020,2020,12,N11,Male,Single,Gen Z,Student,Middle Income,Same,Less,Same,More,Less,Same,More,Same,More,Same,More
5445,20/12/2020,2020,12,N43,Female,Dating,Gen Z,Student,Low Income,Same,Same,Same,Not sure,Not sure,Less,Less,Not sure,Same,Same,Same
5446,20/12/2020,2020,12,N11,Female,Married,Millennials,Salaried employee,Middle Income,More,Same,Same,More,More,Same,More,Same,Same,More,Same
5447,20/12/2020,2020,12,N11,Male,Dating,Millennials,Unemployed,Middle Income,Same,Less,Same,Same,Same,More,Same,Less,More,Same,Same
5448,20/12/2020,2020,12,N11,Male,Married,Gen X,Unemployed,Middle Income,Same,More,Less,Same,More,Same,More,Same,Same,More,Same
5449,20/12/2020,2020,12,N11,Male,Cohabiting,Millennials,Business owner,Middle Income,Less,Same,More,More,Same,More,Same,Same,Same,More,Less
5450,20/12/2020,2020,12,N11,Male,Married,Millennials,Business owner,High Income,More,Same,More,More,More,Same,More,Same,Same,More,Same
5451,20/12/2020,2020,12,N11,Male,Married,Millennials,Salaried employee,Middle Income,Same,Less,Less,Same,More,Less,Same,More,Less,Same,More
5452,20/12/2020,2020,12,N11,Male,Married,Gen X,Salaried employee,Middle Income,Same,More,More,Less,More,More,Same,Less,More,Same,Less
5453,20/12/2020,2020,12,N11,Female,Married,Millennials,Business owner,Low Income,Less,Same,Same,Same,Same,Same,More,Same,Same,Same,Same
5454,20/12/2020,2020,12,N42,Male,Married,Baby Boomers,Business owner,Middle Income,More,Not sure,Not sure,Not sure,Not sure,Same,Less,Not sure,More,Same,More
5455,20/12/2020,2020,12,N11,Male,Married,Millennials,Salaried employee,Middle Income,Same,Less,More,Not sure,Same,More,Same,More,More,Same,Same
5456,20/12/2020,2020,12,N11,Female,Divorced/Separated/Widowed,Millennials,Salaried employee,Middle Income,More,Same,More,Same,Same,Same,More,Same,Same,Less,Same
5457,20/12/2020,2020,12,N11,Male,Divorced/Separated/Widowed,Gen X,Self employed/Contractor,Middle Income,Same,Less,More,More,Less,More,Same,More,Same,More,Same
5458,20/12/2020,2020,12,N42,Male,Married,Baby Boomers,Business owner,Middle Income,Same,More,More,More,Same,More,Same,More,Same,More,Not sure
5459,20/12/2020,2020,12,N45,Male,Dating,Millennials,Unemployed,Low Income,Same,More,More,Less,More,Same,Less,More,Same,More,Same
