,Period,Location,Marital-status," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
4363,5,33,1,3,0,3,3,0,3,3,1,3,3,3
3962,9,28,1,3,3,3,2,2,0,0,0,0,3,3
770,12,36,1,3,1,3,2,1,3,3,3,1,3,3
2165,11,45,4,3,0,3,0,2,3,3,3,3,3,3
4533,5,68,4,3,3,3,1,3,3,1,1,3,3,3
673,12,64,4,3,3,3,0,2,3,2,0,0,0,3
249,2,65,6,3,3,3,3,0,0,0,0,0,0,0
1574,1,26,6,3,0,0,0,0,0,0,0,0,0,0
6238,8,39,4,3,3,3,2,2,3,3,2,3,3,3
3419,0,48,1,3,3,3,3,3,3,3,2,0,0,0
2081,11,26,0,3,3,3,3,0,0,0,0,0,0,3
1823,1,69,4,3,3,3,2,3,0,2,0,0,2,3
6621,7,68,1,1,0,0,0,1,2,1,3,0,3,0
6843,7,47,1,1,1,1,1,1,1,1,1,1,1,3
4544,3,20,5,1,1,1,0,0,3,3,3,3,3,3
5565,13,47,4,1,1,1,2,1,1,1,1,0,0,0
716,12,21,6,1,3,1,1,0,0,0,3,1,3,0
6385,8,38,4,3,3,3,3,3,3,3,3,3,3,3
6678,7,64,6,1,1,3,2,2,3,0,2,3,0,3
2048,11,63,4,1,1,1,3,0,0,0,0,0,0,3
5997,10,46,6,1,1,1,1,2,3,1,0,3,0,1
5264,13,66,4,3,1,3,3,0,3,3,0,0,3,3
4178,5,30,1,0,0,0,3,1,0,0,0,2,3,3
4809,3,46,7,1,1,1,1,2,3,3,0,0,0,0
2724,4,33,4,3,3,3,3,3,0,3,3,3,3,3
6469,8,61,4,3,3,1,2,0,0,0,0,0,3,0
1460,6,30,6,3,3,0,3,3,0,3,3,2,3,3
5989,10,30,3,3,3,3,3,0,3,3,1,3,1,1
1668,1,27,4,0,3,0,0,2,3,3,0,3,0,3
2756,4,31,6,1,1,3,1,2,1,1,2,1,0,1
2000,11,49,4,1,3,1,3,3,0,0,0,0,3,1
4571,3,24,7,1,3,3,3,2,3,3,0,3,0,1
4613,3,27,5,0,0,0,0,0,0,0,0,0,0,0
404,2,35,4,3,3,3,3,3,3,3,3,3,3,3
384,2,25,1,1,1,1,0,2,1,1,3,1,1,3
6428,8,27,6,3,3,3,3,0,2,2,3,2,3,3
2152,11,68,4,3,1,3,3,1,3,3,1,3,1,3
1633,1,34,6,3,3,3,3,0,3,3,0,0,3,3
6558,8,47,6,1,1,1,0,2,0,0,0,0,0,0
5580,10,22,1,3,3,3,3,3,3,3,3,3,3,3
4784,3,33,5,1,3,3,1,1,3,3,1,3,3,1
3925,9,30,1,3,3,3,2,3,3,3,3,3,3,3
5336,13,56,4,3,1,1,1,2,2,2,2,2,2,2
4158,5,22,1,0,0,0,0,0,0,0,0,0,0,0
4948,3,62,2,3,0,3,0,1,0,0,3,3,1,3
5898,10,61,6,1,3,3,3,3,3,3,3,3,3,3
5358,13,40,4,3,3,3,3,3,3,3,0,0,0,0
223,2,56,4,3,1,1,1,3,1,1,1,3,3,3
2193,11,34,4,3,3,3,1,2,0,2,1,3,1,3
3136,0,39,4,3,3,1,2,2,0,2,2,3,3,3
4469,5,43,4,0,3,0,1,3,3,1,1,3,3,3
1824,1,26,6,0,0,3,0,2,0,0,0,0,0,0
6576,8,44,1,1,1,1,1,2,0,0,0,0,0,1
5124,13,54,4,1,3,1,1,3,1,3,1,0,3,3
4972,3,64,0,1,1,1,0,2,3,3,3,2,3,3
797,12,45,4,3,1,3,0,0,3,0,3,3,0,1
2871,4,69,1,3,3,3,0,2,3,0,0,0,0,3
9,2,54,4,1,1,1,3,0,3,3,3,3,3,1
1944,1,35,4,3,3,0,1,3,3,1,1,3,1,1
1838,1,22,1,1,3,1,0,3,1,3,1,1,1,3
4804,3,45,5,3,3,1,0,0,0,0,0,0,0,3
255,2,41,0,3,2,2,2,1,0,0,1,1,1,3
5713,10,64,6,1,1,3,2,2,3,3,3,3,3,3
4485,5,68,1,3,3,3,3,2,0,0,3,0,3,3
6451,8,68,6,0,0,3,0,3,3,1,1,0,1,1
1581,1,48,6,0,0,3,3,3,3,3,3,3,3,3
2956,4,21,4,3,3,3,1,1,2,3,0,1,1,1
924,12,24,4,3,3,0,3,0,3,0,3,0,3,3
6341,8,57,4,1,1,1,1,1,1,3,2,0,0,1
2508,4,54,1,1,1,1,3,3,1,1,1,1,1,1
6132,8,62,6,1,3,3,0,3,0,3,3,3,3,1
5024,3,67,5,3,3,3,3,3,3,3,3,3,3,3
5320,13,27,1,3,3,3,3,2,2,2,0,2,0,0
6042,10,54,1,3,3,1,1,3,3,1,1,3,3,3
3775,9,51,1,3,3,3,3,3,3,3,3,3,3,3
4835,3,50,7,1,1,3,1,2,0,3,0,0,0,3
4136,5,36,0,3,3,3,3,1,1,1,3,1,1,1
4964,3,54,5,1,3,3,1,1,1,3,3,3,3,1
2779,4,65,4,1,1,3,3,2,3,3,3,0,0,0
539,12,46,4,3,3,3,0,2,0,0,0,0,0,0
2745,4,63,4,3,3,3,3,3,3,3,3,3,3,3
6435,8,30,4,3,1,1,3,2,2,2,3,2,3,2
6537,8,50,6,1,1,1,2,2,3,0,0,3,3,1
5467,13,57,1,2,3,3,3,3,1,3,1,3,1,2
1145,6,24,4,3,3,3,1,0,3,2,3,3,3,3
5127,13,33,4,3,1,3,1,3,3,3,1,1,3,1
4468,5,43,6,0,1,3,1,3,3,1,1,3,1,1
667,12,65,4,3,3,3,3,3,3,3,3,3,3,3
3019,0,58,4,1,3,1,0,2,3,3,3,3,3,3
357,2,22,0,0,0,3,3,3,3,3,3,3,3,3
5063,13,36,3,1,3,3,3,0,0,1,0,0,1,1
2831,4,36,6,0,0,0,0,0,0,0,0,0,0,0
2783,4,65,4,1,1,3,3,3,3,0,0,0,0,0
1353,6,67,4,1,1,3,3,2,3,3,1,1,1,3
5131,13,33,4,1,3,3,1,3,3,3,3,3,1,1
470,2,64,1,3,0,0,0,2,2,2,0,0,0,0
2703,4,45,4,3,3,3,3,3,3,0,0,0,0,3
3330,0,61,1,3,0,0,2,2,3,0,0,3,0,3
3637,9,27,6,3,3,0,3,2,0,2,0,2,0,3
1396,6,36,4,3,3,3,0,0,3,0,0,0,0,0
3584,9,27,6,3,3,3,0,2,3,3,0,0,0,3
6422,8,27,0,3,3,3,3,2,2,2,0,2,0,3
5262,13,66,1,3,3,3,0,2,3,3,0,3,3,3
5645,10,34,6,1,3,1,3,1,3,2,1,1,3,1
3376,0,31,6,3,3,3,3,3,3,3,3,3,3,3
1256,6,68,0,3,1,3,1,3,1,3,3,1,3,3
6190,8,35,4,1,3,1,3,3,3,3,1,3,3,1
3512,9,23,6,0,0,3,2,0,0,2,2,3,3,1
5651,10,48,6,3,3,1,1,2,3,0,1,2,0,1
5778,10,39,4,3,3,3,2,2,3,3,2,0,3,1
1250,6,58,1,0,0,3,3,2,3,3,3,3,3,3
5795,10,25,1,1,3,3,3,0,1,1,0,3,3,1
5348,13,56,1,1,1,1,2,2,2,2,2,2,2,2
6877,7,45,4,3,3,3,3,3,3,3,3,3,3,3
4298,5,57,1,1,1,1,1,0,1,0,1,1,0,1
3284,0,49,1,3,3,3,3,1,1,1,1,1,3,3
2933,4,46,4,1,0,0,2,2,0,0,0,0,0,0
4175,5,64,1,1,1,1,1,2,1,1,0,0,0,1
5268,13,54,4,3,1,1,1,1,1,3,1,3,1,2
4910,3,59,7,3,3,3,0,0,0,0,0,0,0,0
1852,1,41,1,3,2,1,0,1,1,2,3,1,2,0
6316,8,52,4,3,3,3,3,2,3,3,2,3,3,3
6695,7,62,1,3,0,1,1,0,3,3,3,3,3,3
6965,7,36,1,0,3,1,3,3,3,0,0,0,1,1
2105,11,41,6,1,0,0,0,0,2,0,0,0,0,0
133,2,63,4,3,3,3,3,3,3,3,3,3,3,3
5236,13,63,4,3,1,1,0,1,1,3,1,1,1,1
5029,3,67,5,3,1,1,1,1,1,1,1,1,1,1
928,12,69,6,3,3,3,0,0,3,0,0,0,0,3
823,12,65,4,3,3,3,3,3,0,0,0,0,0,0
6504,8,29,6,3,3,3,0,0,0,0,1,0,3,1
1531,1,41,1,1,0,2,3,0,1,3,2,1,1,0
1214,6,57,4,1,3,1,3,1,0,1,3,3,3,3
504,12,64,4,3,0,3,2,3,3,3,0,0,0,3
4285,5,39,4,3,0,3,2,2,3,2,2,3,0,3
1996,11,23,4,3,3,3,0,2,0,0,2,3,0,1
3072,0,22,1,0,0,0,0,0,0,0,0,0,0,0
1958,1,24,4,0,0,0,0,2,0,0,0,0,0,0
1384,6,36,3,0,0,0,0,3,0,0,0,0,3,1
894,12,22,6,3,0,0,3,3,3,3,3,0,3,3
4924,3,60,5,1,1,1,1,1,1,1,1,1,1,1
455,2,46,4,3,3,3,0,2,0,0,0,0,0,1
5779,10,26,6,3,3,3,3,3,3,0,0,0,0,3
6629,7,67,0,3,3,1,1,3,3,1,3,3,3,3
3709,9,22,4,3,3,3,3,3,3,3,3,3,3,3
6604,8,66,4,0,3,3,3,0,0,0,3,0,3,3
4849,3,50,5,3,3,3,0,2,0,2,2,2,0,1
4748,3,41,2,0,3,0,1,2,2,2,3,3,1,3
4268,5,25,4,3,3,3,3,3,3,3,3,3,3,3
3522,9,58,6,3,0,1,3,2,1,1,0,3,3,3
4134,5,69,6,3,3,3,0,2,0,0,2,0,0,3
3602,9,62,4,1,0,1,0,3,0,0,1,0,3,3
6996,7,22,1,3,3,3,3,3,3,3,3,3,3,3
713,12,35,3,1,1,3,0,0,3,3,1,3,1,1
4186,5,20,6,3,3,0,3,1,1,3,3,1,3,1
2214,11,25,4,1,1,1,1,0,3,0,0,0,0,1
5301,13,46,1,3,3,1,3,2,3,3,0,3,0,0
2923,4,46,6,3,0,3,0,0,0,0,0,0,0,0
1810,1,56,4,0,3,3,3,3,3,3,1,1,1,1
3486,9,34,1,0,0,3,0,0,0,0,3,0,3,3
3141,0,64,0,3,0,3,0,0,3,3,0,0,0,0
1827,1,54,4,3,3,3,3,3,3,1,3,3,1,3
1155,6,51,1,3,1,1,3,1,1,1,1,1,1,1
1324,6,41,4,2,3,3,0,2,2,2,2,2,2,1
4312,5,35,6,3,1,3,3,0,3,1,0,3,0,3
510,12,54,4,3,0,3,3,3,3,3,3,3,3,3
1680,1,25,4,3,1,1,0,2,1,1,0,1,1,1
499,12,68,4,3,3,1,3,3,3,1,3,1,3,3
6490,8,31,6,3,3,1,3,2,3,3,0,3,0,1
1856,1,24,4,3,1,0,3,0,3,0,1,1,3,0
1388,6,23,1,3,3,3,2,2,0,2,0,3,0,3
5615,10,42,4,3,3,3,1,1,1,1,1,1,1,1
3719,9,32,4,3,3,3,3,3,3,3,3,3,3,3
2386,11,50,0,3,3,3,3,3,3,2,2,2,2,3
5541,13,30,0,3,3,0,3,3,3,3,3,0,0,3
3236,0,58,4,3,3,3,3,3,3,3,3,3,3,3
6172,8,60,4,3,3,3,3,3,3,3,3,3,3,3
1540,1,58,6,0,0,3,0,3,0,0,1,0,0,1
1217,6,69,6,3,0,3,0,2,0,2,2,2,0,3
2681,4,25,4,1,1,3,0,2,1,1,0,1,3,1
2993,0,34,0,3,3,1,0,0,3,2,0,0,3,1
5512,13,64,4,3,2,3,2,2,0,0,0,0,3,1
6313,8,52,4,3,3,3,3,2,3,3,2,3,3,3
1191,6,35,4,1,1,3,3,2,0,3,3,3,3,3
5772,10,39,4,0,3,3,0,2,3,0,2,0,0,3
5293,13,35,4,3,3,1,3,1,3,3,1,3,0,1
1542,1,26,6,3,3,3,0,3,3,0,0,0,0,3
3301,0,36,4,0,3,1,3,0,0,0,3,0,0,0
3324,0,51,6,1,3,1,3,1,3,2,3,3,3,3
2539,4,30,4,3,3,3,2,0,3,3,0,3,3,3
953,12,33,1,3,3,3,3,1,1,1,1,1,1,3
4846,3,50,7,1,1,1,1,3,3,3,0,3,3,3
4330,5,61,4,3,3,3,2,2,3,3,2,3,3,3
732,12,62,1,0,0,0,2,1,0,2,2,2,2,2
7152,7,5,1,1,3,3,3,3,3,3,3,3,1,3
1156,6,51,4,1,3,1,3,1,1,3,3,3,1,1
6987,7,34,1,3,3,1,0,0,2,1,2,3,3,3
3294,0,27,1,3,3,3,0,2,3,3,0,3,3,0
2982,0,26,1,3,3,3,3,3,3,3,0,3,0,3
5305,13,58,0,3,3,3,3,0,0,0,0,0,0,0
5161,13,42,4,3,3,3,3,3,3,3,3,3,3,3
2156,11,41,1,0,0,1,0,1,2,2,0,2,0,0
1062,6,39,3,3,3,3,2,2,3,2,0,3,0,3
2616,4,23,4,3,1,1,0,2,3,0,0,0,0,3
1167,6,45,4,3,3,3,3,3,3,3,3,3,3,3
3222,0,60,6,3,3,3,2,0,3,3,0,3,3,3
3636,9,27,0,3,3,3,3,3,2,2,0,2,3,3
5588,10,23,6,3,3,3,0,2,2,2,2,2,0,3
2938,4,29,6,1,1,0,3,1,3,3,1,1,3,1
4491,5,68,4,3,3,3,3,3,3,3,3,3,3,3
3140,0,64,4,3,3,3,3,2,3,3,2,3,0,0
4980,3,64,5,3,1,1,1,0,3,3,0,0,0,0
143,2,67,3,0,0,0,2,0,0,0,0,0,0,3
7093,7,23,4,3,3,3,0,2,3,0,2,0,3,3
3577,9,55,1,3,3,3,3,3,3,3,3,3,3,3
4946,3,62,2,2,3,3,1,3,3,2,2,2,0,3
2782,4,65,6,1,1,3,3,2,3,3,0,3,0,0
717,12,21,4,3,0,1,3,3,1,3,1,2,1,0
1819,1,61,4,3,3,3,3,0,3,3,3,3,0,3
2502,4,39,4,3,3,3,2,2,3,0,2,3,0,3
4360,5,67,4,1,1,1,3,3,1,1,3,1,1,3
4171,5,55,1,1,1,1,1,1,1,1,1,1,1,1
395,2,41,1,0,1,1,3,2,3,1,1,1,1,3
5731,10,64,4,1,1,3,2,2,3,3,0,0,0,3
6320,8,58,0,3,3,3,3,2,0,0,0,0,0,0
6918,7,41,4,1,1,3,3,2,3,3,3,3,3,3
4492,5,68,1,3,0,0,3,3,3,0,0,3,3,3
1365,6,30,4,0,3,3,0,2,0,0,0,2,3,3
6523,8,54,6,3,1,3,1,1,1,3,1,3,3,1
5999,10,46,4,3,3,3,3,2,3,0,0,3,0,3
595,12,67,6,3,3,0,3,0,0,0,3,3,3,3
6205,8,26,6,3,3,3,3,3,3,3,3,3,3,3
3952,9,38,6,3,3,3,1,1,3,3,1,3,0,3
5392,13,68,4,3,3,1,0,3,3,1,0,3,3,1
5917,10,24,4,3,1,1,3,3,1,3,1,1,3,3
4968,3,64,2,1,3,1,0,2,3,3,0,3,3,3
2914,4,29,1,1,1,3,0,2,3,3,1,3,3,1
7053,7,27,1,3,3,3,3,0,3,3,3,3,3,3
2326,11,29,4,3,3,3,3,2,2,2,0,2,3,3
5644,10,34,4,3,1,1,3,2,2,1,1,1,1,2
3766,9,22,0,3,3,3,3,3,3,3,3,3,3,3
3440,0,27,4,3,3,3,3,3,3,3,3,3,3,3
3851,9,35,1,3,1,0,1,3,1,3,3,0,3,1
4132,5,22,1,3,1,3,3,3,3,3,3,3,3,3
6563,8,47,4,1,1,1,3,2,0,0,0,0,0,0
2143,11,69,4,3,3,3,1,0,3,3,0,2,3,1
6601,8,66,1,1,3,3,2,3,0,1,3,3,1,3
5073,13,36,4,3,0,0,0,0,0,0,3,0,3,3
1571,1,29,1,3,0,0,2,0,0,2,3,0,3,1
4079,5,23,4,3,3,3,0,2,3,2,2,3,2,1
1122,6,54,4,3,3,0,3,0,0,0,0,0,0,3
2786,4,21,0,1,3,3,1,1,1,1,3,3,0,1
6335,8,5,4,3,3,1,3,3,3,3,3,3,3,3
2967,0,26,6,3,3,3,3,3,3,3,0,3,0,3
2504,4,39,4,3,3,3,2,2,3,0,2,3,0,3
5988,10,30,3,3,0,1,3,3,0,3,3,3,3,1
3465,0,68,6,0,3,1,3,3,1,3,1,1,0,1
675,12,69,4,3,3,3,0,0,3,3,0,0,0,3
2808,4,58,4,0,0,3,3,2,2,2,3,2,3,3
3348,0,25,6,1,0,1,3,2,1,3,3,3,3,3
728,12,21,6,1,1,1,1,3,3,3,0,0,0,1
412,2,62,4,1,3,0,1,2,2,0,0,2,2,1
3146,0,69,4,3,3,3,0,2,3,0,0,3,0,3
1516,1,62,1,3,0,1,0,1,0,1,0,1,3,0
5745,10,22,6,3,3,3,3,3,3,3,3,3,3,3
825,12,22,1,0,0,0,3,0,0,0,3,0,0,3
3267,0,61,6,3,3,3,2,0,3,3,0,3,3,1
3974,9,28,6,3,3,3,0,0,0,0,0,3,3,1
616,12,42,3,0,0,0,3,3,0,1,0,3,0,0
114,2,64,0,3,3,3,0,2,3,3,0,0,0,0
417,2,30,4,3,3,3,3,3,3,3,3,3,3,3
3069,0,39,4,0,1,3,2,2,3,2,2,3,0,3
1625,1,45,6,3,3,0,0,2,0,0,0,0,3,3
7090,7,23,4,3,0,3,0,2,3,0,2,0,3,3
4185,5,55,4,3,3,3,0,0,3,3,3,3,3,1
2896,4,45,1,3,3,3,0,2,0,0,0,0,0,3
6681,7,64,6,1,1,3,2,2,3,3,2,3,0,0
2082,11,22,1,3,3,3,3,3,3,3,3,3,3,3
753,12,42,6,3,3,3,3,3,3,3,3,3,3,3
2546,4,42,4,3,3,3,3,3,3,3,3,3,3,3
3969,9,28,6,1,1,3,3,0,3,3,1,3,0,1
3373,0,31,6,1,3,3,3,3,3,3,3,3,3,3
5726,10,64,6,1,1,3,3,2,3,3,0,3,0,3
4107,5,63,4,3,3,3,3,3,3,3,3,3,3,3
2444,11,29,6,3,3,3,3,2,3,3,1,3,3,1
4380,5,61,4,3,3,3,3,0,3,3,2,2,0,3
1066,6,33,4,3,1,3,3,1,3,3,1,3,1,1
3913,9,69,6,3,3,3,0,2,3,3,0,3,0,3
5287,13,35,4,3,3,1,3,2,3,3,3,3,3,1
5536,13,51,6,0,0,0,0,0,0,0,0,0,0,0
5387,13,68,6,0,3,3,0,1,3,1,3,3,1,3
5732,10,25,6,0,3,3,3,2,1,1,1,3,1,3
3498,9,65,3,0,0,0,0,0,0,0,0,0,0,0
2738,4,68,4,1,1,1,1,1,1,1,1,1,1,1
5052,13,22,1,3,3,3,3,3,3,3,3,3,3,3
4000,9,59,4,3,3,3,3,3,3,3,3,2,3,3
1568,1,21,1,0,3,1,3,1,0,3,3,1,1,3
2427,11,69,6,3,3,1,0,1,0,0,0,2,2,0
3746,9,61,4,3,3,3,2,2,3,2,3,0,3,3
6632,7,67,3,3,3,1,3,3,3,3,3,3,3,3
1687,1,35,3,1,3,1,3,3,3,3,0,3,3,3
851,12,24,4,3,3,1,3,3,2,2,3,2,3,3
3546,9,60,6,3,3,3,3,3,3,3,3,3,3,3
6303,8,26,6,3,3,3,3,3,3,3,3,3,3,3
895,12,35,1,3,0,3,0,0,3,0,1,3,3,1
4592,3,26,5,3,3,0,0,2,0,0,0,0,0,0
6401,8,37,1,0,0,0,0,3,3,1,1,1,1,1
5878,10,58,6,3,0,3,3,2,2,2,0,0,3,3
335,2,57,4,2,0,3,2,2,0,2,2,0,2,0
2839,4,49,6,3,3,3,3,3,3,3,3,3,3,3
3087,0,67,6,3,3,3,3,3,3,3,3,3,3,3
4611,3,27,5,3,3,3,3,3,3,2,3,2,3,1
1348,6,45,6,3,3,0,0,0,0,0,0,2,0,0
1015,6,45,4,3,3,3,2,2,3,3,3,3,3,3
2816,4,31,4,1,1,0,2,0,1,2,0,2,0,3
1631,1,58,1,3,3,3,3,2,3,3,3,3,3,3
2489,4,41,6,1,0,2,1,1,2,1,0,1,3,1
3730,9,67,1,1,1,3,1,3,1,1,3,1,1,3
3251,0,29,4,1,1,1,3,2,3,0,1,3,0,1
6626,7,67,4,3,3,3,3,0,3,0,3,3,0,3
5877,10,58,4,3,3,0,3,2,3,3,3,3,3,3
5881,10,61,4,3,3,3,0,2,3,3,0,0,0,0
2070,11,48,6,3,3,0,2,0,3,3,0,0,3,0
4452,5,57,3,1,1,1,1,1,0,1,1,0,1,1
6988,7,34,1,3,0,3,2,1,2,2,2,3,3,3
5408,13,38,1,1,1,1,1,3,1,3,1,1,3,3
1635,1,46,6,3,3,3,0,2,3,3,0,0,0,0
4646,3,32,7,3,3,3,3,1,1,1,3,3,1,0
6484,8,46,4,1,1,1,3,2,3,3,2,3,0,3
2479,11,42,4,3,3,3,3,3,3,3,3,3,3,3
2265,11,27,4,3,3,0,3,0,3,0,3,3,3,3
2959,4,45,6,3,3,3,0,2,3,3,0,3,0,0
5323,13,37,6,3,3,0,3,3,1,1,2,2,1,1
6764,7,56,1,3,1,1,1,1,1,1,1,1,1,1
3059,0,22,1,3,3,3,3,3,3,3,3,3,3,3
5053,13,36,1,0,0,3,3,0,3,3,3,3,1,1
5869,10,56,1,3,3,3,3,3,3,3,3,3,1,1
2141,11,27,4,3,3,3,3,0,3,3,3,3,3,3
5104,13,60,4,1,1,3,3,3,3,3,3,3,3,3
3118,0,58,6,3,0,3,3,2,2,0,0,2,3,3
5188,13,65,6,3,3,3,3,3,3,3,3,3,3,1
7009,7,32,4,3,3,3,3,1,1,1,1,1,3,3
4045,5,41,1,1,0,3,0,0,3,2,0,1,3,1
3356,0,20,6,1,1,1,1,3,1,1,2,3,1,1
2744,4,50,4,1,1,3,0,2,3,3,2,0,0,3
5092,13,67,6,3,3,3,1,3,3,0,3,0,3,3
3506,9,65,6,0,3,1,3,3,1,1,3,0,0,0
1679,1,31,3,3,3,3,3,2,3,3,3,3,3,3
4249,5,38,1,3,3,1,1,3,3,3,1,0,0,1
3147,0,69,4,3,3,3,0,0,0,0,0,3,0,1
2294,11,65,6,1,1,3,3,2,3,3,3,3,3,3
580,12,39,4,0,3,3,0,2,3,3,2,3,3,3
1470,6,22,1,3,3,3,0,3,3,0,3,0,3,0
4799,3,45,5,3,3,3,3,2,3,1,2,3,3,3
4070,5,41,4,1,0,1,2,3,1,3,1,1,1,3
5308,13,64,4,3,1,1,3,2,3,3,0,0,3,1
3343,0,25,4,0,0,0,1,3,0,0,1,0,3,1
4992,3,63,5,3,3,3,3,3,3,3,3,3,3,3
4583,3,25,5,3,3,3,3,3,3,0,3,3,3,3
3672,9,69,6,1,1,1,1,1,1,1,1,1,1,1
559,12,29,4,1,1,1,2,2,3,3,2,3,3,3
5237,13,65,4,1,1,1,1,1,1,1,1,1,1,1
5215,13,63,4,3,1,1,1,1,3,1,3,3,1,3
2849,4,49,4,3,3,3,3,3,3,3,3,3,3,3
512,12,54,4,3,3,3,0,0,3,0,3,3,3,3
4729,3,39,5,3,3,3,2,2,3,3,2,3,3,1
1081,6,61,4,3,3,0,2,0,0,0,2,0,0,0
1664,1,35,3,1,1,3,3,0,3,1,3,0,1,1
1012,6,33,4,3,3,1,0,0,3,3,0,1,1,1
1931,1,41,1,1,0,0,1,2,3,1,0,0,2,3
1150,6,29,4,3,1,3,0,2,3,3,0,3,0,1
2838,4,67,6,1,1,3,1,2,1,1,0,1,1,3
5949,10,35,1,1,3,1,1,3,1,1,1,3,1,1
116,2,69,0,3,3,3,0,2,3,0,0,0,0,3
740,12,34,6,0,0,0,0,0,3,0,3,0,1,0
6874,7,45,1,3,3,1,0,2,0,0,0,0,0,3
6070,10,66,4,0,3,2,3,1,3,0,3,0,3,3
5177,13,39,1,3,3,1,2,2,3,2,2,3,0,3
3675,9,69,6,3,3,3,3,1,1,3,3,3,3,3
5906,10,33,4,1,3,1,1,1,3,1,1,1,3,1
830,12,58,0,3,3,1,3,0,0,0,0,0,0,3
119,2,33,1,3,0,3,3,3,3,3,0,3,3,3
4752,3,41,5,1,3,3,3,3,3,3,1,2,2,2
6832,7,49,4,3,3,3,3,3,3,3,3,3,3,3
6778,7,55,4,1,1,3,0,0,0,0,1,3,3,1
7078,7,25,6,0,3,1,0,2,3,3,0,3,0,1
635,12,42,1,0,0,0,0,0,3,3,3,0,0,0
4465,5,46,6,3,3,3,0,2,3,3,0,3,3,3
4364,5,67,0,3,3,1,3,1,3,3,1,3,3,3
4142,5,60,4,0,0,0,0,0,0,0,0,0,0,0
991,6,50,4,3,3,3,0,0,0,2,2,2,0,1
876,12,64,4,3,0,3,0,0,2,2,2,2,0,3
4869,3,55,5,3,3,3,3,3,3,3,3,3,3,3
5315,13,37,4,3,3,3,3,1,1,1,1,1,1,1
5222,13,63,4,3,1,1,1,1,3,1,3,3,1,3
4,2,42,4,3,3,3,3,3,3,3,3,3,3,3
3051,0,67,0,3,3,1,3,3,1,1,3,3,1,1
5691,10,60,6,2,0,1,2,2,2,2,2,2,3,3
3124,0,35,1,3,1,3,2,3,1,3,3,3,1,3
6407,8,37,4,0,0,3,3,3,3,3,3,1,1,1
2660,4,30,4,3,3,1,3,3,1,3,3,1,1,3
2491,4,54,1,1,1,1,3,3,1,1,3,3,0,1
5173,13,33,6,3,1,1,3,3,1,1,3,3,3,3
3854,9,35,4,3,0,1,3,1,0,1,3,1,3,1
4933,3,61,5,3,3,3,2,0,3,3,2,0,0,3
4777,3,43,5,0,3,1,3,1,3,3,1,0,0,1
1715,1,67,0,3,3,3,2,2,3,0,0,0,0,3
6448,8,68,6,1,1,1,1,1,1,1,1,1,1,1
6457,8,68,4,0,3,3,0,0,2,2,2,2,2,2
6293,8,39,6,3,3,3,2,2,2,2,2,0,3,3
1148,6,51,4,3,3,1,3,1,1,1,1,3,1,1
3261,0,62,0,1,0,1,3,0,3,0,3,3,1,1
574,12,34,4,3,3,3,2,2,3,1,0,0,1,0
3769,9,33,4,0,0,0,0,0,3,3,3,3,3,3
3736,9,20,4,0,3,1,1,3,3,3,3,0,0,3
4146,5,60,4,3,3,3,3,3,3,3,3,3,3,3
853,12,34,4,0,3,3,3,2,3,3,3,3,3,0
1982,1,57,4,3,3,3,3,2,3,3,3,3,3,3
2774,4,65,6,1,1,0,0,0,3,0,0,0,0,3
5919,10,24,6,3,1,1,1,1,3,1,3,3,1,1
4929,3,60,2,3,3,3,3,3,3,3,3,3,3,3
5211,13,65,6,1,1,1,1,0,3,0,0,3,3,1
1166,6,35,4,3,0,0,1,2,3,3,0,3,1,1
6614,7,68,1,1,3,1,3,1,3,1,1,3,1,1
6002,10,46,1,3,3,3,3,2,3,3,0,3,3,3
971,12,39,4,3,3,3,0,3,3,2,0,3,0,3
2701,4,61,3,3,3,3,3,2,0,0,0,3,0,0
4495,5,71,0,3,3,3,0,3,0,0,2,2,0,0
6655,7,65,4,1,1,1,3,0,3,3,0,3,3,1
3847,9,35,3,3,1,1,1,1,1,3,3,3,1,1
2368,11,27,4,3,3,3,0,0,2,0,0,2,0,0
4115,5,50,1,3,3,3,3,2,0,0,0,0,3,1
4780,3,33,5,1,1,1,3,0,3,0,3,3,3,3
4131,5,22,4,3,3,3,3,3,3,3,3,3,3,3
2950,4,64,4,3,3,3,3,2,3,2,0,0,3,3
5625,10,34,6,0,3,3,3,1,1,3,3,3,1,3
524,12,45,6,1,1,3,0,0,3,0,0,0,0,1
2455,11,58,6,1,1,1,3,2,1,1,0,0,3,1
5016,3,66,7,0,0,0,3,3,3,3,1,3,1,3
1841,1,25,3,3,3,3,3,3,3,3,3,3,1,3
5986,10,68,4,2,2,2,1,1,1,3,3,3,0,0
537,12,21,4,1,1,1,1,1,1,1,1,3,3,1
2806,4,62,1,2,2,2,2,2,2,2,2,2,2,2
5801,10,26,6,3,3,3,3,3,3,3,3,3,3,3
5596,10,23,4,3,3,3,2,2,3,3,2,3,3,3
4341,5,26,6,0,0,0,0,0,0,0,0,0,0,0
3175,0,60,6,3,3,2,2,3,3,3,3,0,3,3
